Appliances,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,Hour,DayOfWeek,Month,Is_Weekend,Avg_Indoor_Temp,Avg_Indoor_RH,Temp_Diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,rolling_mean_3,rolling_mean_6,rolling_mean_12,rolling_std_6
50,5.7,736.5,88.6666666666667,6.66666666666667,34.0,3.9,23,0,1,0,18.09851851851851,50.64925925925924,12.398518518518511,60.0,60.0,60.0,240.0,390.0,400.0,60.0,201.66666666666666,176.66666666666666,165.21702898510998
70,5.6,736.6,89.5,6.5,31.0,3.95,23,0,1,0,18.05277777777778,50.78898148148146,12.452777777777781,50.0,60.0,60.0,60.0,240.0,390.0,56.666666666666664,143.33333333333334,172.5,141.23266855323058
60,5.5,736.7,90.3333333333333,6.3333333333333295,28.0,4.0,23,0,1,0,18.029999999999998,50.95833333333333,12.529999999999998,70.0,50.0,60.0,60.0,60.0,240.0,60.0,90.0,170.0,73.7563556583433
40,5.4,736.7999999999998,91.1666666666667,6.16666666666667,25.0,4.05,23,0,1,0,17.986666666666665,51.04962962962964,12.586666666666664,60.0,70.0,50.0,60.0,60.0,60.0,60.0,60.0,166.66666666666666,6.324555320339692
40,5.3,736.9,92.0,6.0,22.0,4.1,0,1,1,0,17.97592592592592,51.18481481481479,12.67592592592592,40.0,60.0,70.0,50.0,60.0,60.0,56.666666666666664,56.666666666666664,161.66666666666666,10.32795558988828
30,5.26666666666667,737.0,92.0,6.0,25.0,4.06666666666667,0,1,1,0,17.948888888888884,51.34444444444445,12.682222222222215,40.0,40.0,60.0,70.0,50.0,60.0,46.666666666666664,53.333333333333336,155.83333333333334,12.110601416391567
40,5.23333333333333,737.1,92.0,6.0,28.0,4.03333333333333,0,1,1,0,17.928888888888892,51.46555555555554,12.695555555555561,30.0,40.0,40.0,60.0,70.0,50.0,36.666666666666664,48.333333333333336,125.0,14.719601443881105
50,5.2,737.2,92.0,6.0,31.0,4.0,0,1,1,0,17.914074074074076,51.569999999999986,12.714074074074077,40.0,30.0,40.0,40.0,60.0,70.0,36.666666666666664,46.666666666666664,95.0,15.055453054182964
310,5.16666666666667,737.2999999999998,92.0,6.0,34.0,3.9666666666666694,0,1,1,0,17.87740740740741,51.64333333333334,12.710740740740741,50.0,40.0,30.0,40.0,40.0,60.0,40.0,43.333333333333336,66.66666666666667,10.327955589888445
380,5.133333333333329,737.4,92.0,6.0,37.0,3.9333333333333296,0,1,1,0,17.836666666666677,51.65703703703704,12.703333333333347,310.0,50.0,40.0,30.0,40.0,40.0,133.33333333333334,85.0,72.5,110.40833301884433
380,5.1,737.5,92.0,6.0,40.0,3.9,1,1,1,0,17.81166666666666,51.72564814814815,12.71166666666666,380.0,310.0,50.0,40.0,30.0,40.0,246.66666666666666,141.66666666666666,99.16666666666667,159.17495615412204
370,5.11666666666667,737.6333333333331,92.0,5.8333333333333295,40.0,3.9166666666666705,1,1,1,0,17.850740740740736,52.01851851851852,12.734074074074066,380.0,380.0,310.0,50.0,40.0,30.0,356.6666666666667,198.33333333333334,125.83333333333333,175.43279814979485
120,5.133333333333329,737.766666666667,92.0,5.66666666666667,40.0,3.9333333333333296,1,1,1,0,17.88851851851852,52.12592592592592,12.75518518518519,370.0,380.0,380.0,310.0,50.0,40.0,376.6666666666667,255.0,151.66666666666666,164.77257053284075
50,5.15,737.9,92.0,5.5,40.0,3.95,1,1,1,0,17.90111111111112,52.14666666666667,12.75111111111112,120.0,370.0,380.0,380.0,310.0,50.0,290.0,268.3333333333333,157.5,146.07075910895594
40,5.16666666666667,738.033333333333,92.0,5.3333333333333295,40.0,3.9666666666666694,1,1,1,0,17.855555555555554,52.17629629629629,12.688888888888885,50.0,120.0,370.0,380.0,380.0,310.0,180.0,268.3333333333333,155.83333333333334,146.07075910895594
50,5.18333333333333,738.1666666666669,92.0,5.16666666666667,40.0,3.9833333333333294,1,1,1,0,17.809259259259264,52.32592592592592,12.625925925925934,40.0,50.0,120.0,370.0,380.0,380.0,70.0,223.33333333333334,154.16666666666666,170.25471114382316
40,5.2,738.2999999999998,92.0,5.0,40.0,4.0,2,1,1,0,17.757314814814816,52.397962962962964,12.557314814814816,50.0,40.0,50.0,120.0,370.0,380.0,46.666666666666664,168.33333333333334,155.0,162.65505423031487
50,5.133333333333329,738.4,92.0,4.8333333333333295,40.0,3.9333333333333296,2,1,1,0,17.707962962962963,52.446851851851854,12.574629629629634,40.0,50.0,40.0,50.0,120.0,370.0,43.333333333333336,111.66666666666667,155.0,130.14094923069638
50,5.06666666666667,738.5,92.0,4.66666666666667,40.0,3.86666666666667,2,1,1,0,17.688888888888883,52.55592592592594,12.622222222222213,50.0,40.0,50.0,40.0,50.0,120.0,46.666666666666664,58.333333333333336,156.66666666666666,30.605010483035613
50,5.0,738.6,92.0,4.5,40.0,3.8,2,1,1,0,17.686666666666667,52.664074074074065,12.686666666666667,50.0,50.0,40.0,50.0,40.0,50.0,46.666666666666664,46.666666666666664,157.5,5.163977794948815
40,4.93333333333333,738.7,92.0,4.3333333333333295,40.0,3.7333333333333294,2,1,1,0,17.660000000000004,52.66629629629628,12.726666666666674,50.0,50.0,50.0,40.0,50.0,40.0,50.0,46.666666666666664,157.5,5.163977794948815
40,4.86666666666667,738.7999999999998,92.0,4.16666666666667,40.0,3.6666666666666705,2,1,1,0,17.602407407407398,52.61777777777778,12.735740740740727,40.0,50.0,50.0,50.0,40.0,50.0,46.666666666666664,46.666666666666664,135.0,5.163977794948815
30,4.8,738.9,92.0,4.0,40.0,3.6,3,1,1,0,17.57148148148149,52.63407407407409,12.77148148148149,40.0,40.0,50.0,50.0,50.0,40.0,43.333333333333336,45.0,106.66666666666667,5.477225575056995
20,4.81666666666667,739.016666666667,92.1666666666667,4.3333333333333295,40.0,3.6333333333333298,3,1,1,0,17.529629629629625,52.67629629629631,12.712962962962955,30.0,40.0,40.0,50.0,50.0,50.0,36.666666666666664,43.333333333333336,77.5,8.16496580928088
20,4.8333333333333295,739.1333333333331,92.3333333333333,4.66666666666667,40.0,3.6666666666666705,3,1,1,0,17.505555555555556,52.750370370370355,12.672222222222228,20.0,30.0,40.0,40.0,50.0,50.0,30.0,38.333333333333336,48.333333333333336,11.690451944502733
40,4.85,739.25,92.5,5.0,40.0,3.7,3,1,1,0,17.491666666666664,52.857592592592596,12.641666666666664,20.0,20.0,30.0,40.0,40.0,50.0,23.333333333333332,33.333333333333336,40.0,12.11060141639257
50,4.86666666666667,739.366666666667,92.6666666666667,5.3333333333333295,40.0,3.7333333333333294,3,1,1,0,17.509629629629632,52.943333333333335,12.642962962962962,40.0,20.0,20.0,30.0,40.0,40.0,26.666666666666668,31.666666666666668,39.166666666666664,9.83192080250499
50,4.883333333333329,739.483333333333,92.8333333333333,5.66666666666667,40.0,3.7666666666666706,3,1,1,0,17.504444444444445,52.97,12.621111111111116,50.0,40.0,20.0,20.0,30.0,40.0,36.666666666666664,33.333333333333336,40.0,12.11060141639257
40,4.9,739.6,93.0,6.0,40.0,3.8,4,1,1,0,17.492962962962956,53.01481481481481,12.592962962962956,50.0,50.0,40.0,20.0,20.0,30.0,46.666666666666664,35.0,40.0,13.784048752092486
50,4.91666666666667,739.65,92.6666666666667,5.8333333333333295,40.0,3.7666666666666706,4,1,1,0,17.488148148148134,53.00018518518519,12.571481481481465,40.0,50.0,50.0,40.0,20.0,20.0,46.666666666666664,36.666666666666664,40.0,13.662601021281723
40,4.93333333333333,739.7,92.3333333333333,5.66666666666667,40.0,3.7333333333333294,4,1,1,0,17.485555555555553,52.98370370370371,12.552222222222223,50.0,40.0,50.0,50.0,40.0,20.0,46.666666666666664,41.666666666666664,40.0,11.690451944502676
40,4.95,739.75,92.0,5.5,40.0,3.7,4,1,1,0,17.482222222222223,52.97962962962963,12.532222222222224,40.0,50.0,40.0,50.0,50.0,40.0,43.333333333333336,45.0,39.166666666666664,5.477225575056995
40,4.96666666666667,739.7999999999998,91.6666666666667,5.3333333333333295,40.0,3.6666666666666705,4,1,1,0,17.478148148148154,52.99166666666666,12.511481481481484,40.0,40.0,50.0,40.0,50.0,50.0,43.333333333333336,45.0,38.333333333333336,5.477225575056995
60,4.98333333333333,739.85,91.3333333333333,5.16666666666667,40.0,3.6333333333333298,4,1,1,0,17.45962962962963,52.94851851851852,12.4762962962963,40.0,40.0,40.0,50.0,40.0,50.0,40.0,43.333333333333336,38.333333333333336,5.163977794948943
50,5.0,739.9,91.0,5.0,40.0,3.6,5,1,1,0,17.448888888888888,52.9637037037037,12.448888888888888,60.0,40.0,40.0,40.0,50.0,40.0,46.666666666666664,45.0,40.0,8.366600265344248
50,4.98333333333333,739.966666666667,91.6666666666667,4.8333333333333295,40.0,3.6833333333333296,5,1,1,0,17.43101851851852,52.95203703703704,12.44768518518519,50.0,60.0,40.0,40.0,40.0,50.0,50.0,46.666666666666664,41.666666666666664,8.164965809280798
40,4.96666666666667,740.033333333333,92.3333333333333,4.66666666666667,40.0,3.7666666666666706,5,1,1,0,17.397037037037038,52.86722222222222,12.430370370370367,50.0,50.0,60.0,40.0,40.0,40.0,53.333333333333336,46.666666666666664,44.166666666666664,8.164965809280798
40,4.95,740.1,93.0,4.5,40.0,3.85,5,1,1,0,17.38777777777778,52.91592592592592,12.437777777777782,40.0,50.0,50.0,60.0,40.0,40.0,46.666666666666664,46.666666666666664,45.833333333333336,8.164965809280798
40,4.93333333333333,740.1666666666669,93.6666666666667,4.3333333333333295,40.0,3.9333333333333296,5,1,1,0,17.40666666666667,53.012222222222235,12.47333333333334,40.0,40.0,50.0,50.0,60.0,40.0,43.333333333333336,46.666666666666664,45.833333333333336,8.164965809280798
40,4.91666666666667,740.233333333333,94.3333333333333,4.16666666666667,40.0,4.01666666666667,5,1,1,0,17.40296296296296,53.03629629629631,12.48629629629629,40.0,40.0,40.0,50.0,50.0,60.0,40.0,46.666666666666664,45.0,8.164965809280798
50,4.9,740.2999999999998,95.0,4.0,40.0,4.1,6,1,1,0,17.37259259259259,53.12222222222223,12.472592592592589,40.0,40.0,40.0,40.0,50.0,50.0,40.0,43.333333333333336,44.166666666666664,5.163977794948945
70,4.93333333333333,740.4333333333329,94.6666666666667,4.16666666666667,38.16666666666669,4.1,6,1,1,0,17.371944444444445,53.190555555555555,12.438611111111115,50.0,40.0,40.0,40.0,40.0,50.0,43.333333333333336,43.333333333333336,45.0,5.163977794948945
40,4.96666666666667,740.5666666666668,94.3333333333333,4.3333333333333295,36.33333333333329,4.1,6,1,1,0,17.362962962962964,53.274814814814825,12.396296296296294,70.0,50.0,40.0,40.0,40.0,40.0,53.333333333333336,46.666666666666664,46.666666666666664,12.110601416392353
30,5.0,740.7,94.0,4.5,34.5,4.1,6,1,1,0,17.35259259259259,53.30333333333334,12.35259259259259,40.0,70.0,50.0,40.0,40.0,40.0,53.333333333333336,46.666666666666664,46.666666666666664,12.110601416392353
20,5.03333333333333,740.8333333333329,93.6666666666667,4.66666666666667,32.66666666666669,4.1,6,1,1,0,17.352,53.31037037037038,12.31866666666667,30.0,40.0,70.0,50.0,40.0,40.0,46.666666666666664,45.0,45.833333333333336,13.78404875209234
30,5.06666666666667,740.966666666667,93.3333333333333,4.8333333333333295,30.8333333333333,4.1,6,1,1,0,17.335185185185182,53.343611111111095,12.268518518518512,20.0,30.0,40.0,70.0,50.0,40.0,30.0,41.666666666666664,44.166666666666664,17.22401424368682
40,5.1,741.1,93.0,5.0,29.0,4.1,7,1,1,0,17.310370370370364,53.368888888888875,12.210370370370365,30.0,20.0,30.0,40.0,70.0,50.0,26.666666666666668,40.0,41.666666666666664,17.888543820000006
50,5.1,741.216666666667,92.6666666666667,5.0,30.8333333333333,4.05,7,1,1,0,17.317777777777778,53.43777777777778,12.217777777777778,40.0,30.0,20.0,30.0,40.0,70.0,30.0,38.333333333333336,40.833333333333336,17.224014243686856
60,5.1,741.3333333333329,92.3333333333333,5.0,32.66666666666669,4.0,7,1,1,0,17.291851851851856,53.35666666666666,12.191851851851856,50.0,40.0,30.0,20.0,30.0,40.0,40.0,35.0,40.833333333333336,10.488088481704489
60,5.1,741.45,92.0,5.0,34.5,3.95,7,1,1,0,17.2875,53.22740740740741,12.187500000000002,60.0,50.0,40.0,30.0,20.0,30.0,50.0,38.333333333333336,42.5,14.71960144388182
70,5.1,741.5666666666668,91.6666666666667,5.0,36.33333333333329,3.9,7,1,1,0,17.259629629629632,53.172222222222224,12.159629629629633,60.0,60.0,50.0,40.0,30.0,20.0,56.666666666666664,43.333333333333336,44.166666666666664,16.32993161855633
60,5.1,741.6833333333329,91.3333333333333,5.0,38.16666666666669,3.85,7,1,1,0,17.228148148148154,53.16277777777779,12.128148148148155,70.0,60.0,60.0,50.0,40.0,30.0,63.333333333333336,51.666666666666664,46.666666666666664,14.719601443881638
140,5.1,741.7999999999998,91.0,5.0,40.0,3.8,8,1,1,0,17.232962962962965,53.10037037037038,12.132962962962965,60.0,70.0,60.0,60.0,50.0,40.0,63.333333333333336,56.666666666666664,48.333333333333336,10.327955589889047
110,5.05,741.8833333333331,91.0,5.0,40.0,3.7333333333333294,8,1,1,0,17.2362962962963,53.050000000000004,12.186296296296298,140.0,60.0,70.0,60.0,60.0,50.0,90.0,73.33333333333333,55.833333333333336,33.2665998663331
90,5.0,741.966666666667,91.0,5.0,40.0,3.6666666666666705,8,1,1,0,17.252839506172833,53.15123456790123,12.252839506172833,110.0,140.0,60.0,70.0,60.0,60.0,103.33333333333333,83.33333333333333,59.166666666666664,33.86246693120142
60,4.95,742.0499999999998,91.0,5.0,40.0,3.6,8,1,1,0,17.226666666666667,52.86500000000002,12.276666666666667,90.0,110.0,140.0,60.0,70.0,60.0,113.33333333333333,88.33333333333333,63.333333333333336,31.88521078284896
60,4.9,742.1333333333331,91.0,5.0,40.0,3.53333333333333,8,1,1,0,17.178518518518516,52.58111111111112,12.278518518518515,60.0,90.0,110.0,140.0,60.0,70.0,86.66666666666667,88.33333333333333,65.83333333333333,31.88521078284896
60,4.85,742.216666666667,91.0,5.0,40.0,3.4666666666666694,8,1,1,0,17.13111111111111,52.39092592592592,12.28111111111111,60.0,60.0,90.0,110.0,140.0,60.0,70.0,86.66666666666667,69.16666666666667,33.266599866333024
50,4.8,742.2999999999998,91.0,5.0,40.0,3.4,9,1,1,0,17.10120370370371,52.245925925925924,12.30120370370371,60.0,60.0,60.0,90.0,110.0,140.0,60.0,86.66666666666667,71.66666666666667,33.266599866333024
60,4.883333333333329,742.3833333333331,91.0,5.0,38.16666666666669,3.4833333333333294,9,1,1,0,17.052222222222227,52.063703703703716,12.168888888888898,50.0,60.0,60.0,60.0,90.0,110.0,56.666666666666664,71.66666666666667,72.5,23.166067138526433
50,4.96666666666667,742.466666666667,91.0,5.0,36.33333333333329,3.56666666666667,9,1,1,0,17.044444444444448,51.96555555555556,12.077777777777778,60.0,50.0,60.0,60.0,60.0,90.0,56.666666666666664,63.333333333333336,73.33333333333333,13.662601021281326
30,5.05,742.5499999999998,91.0,5.0,34.5,3.65,9,1,1,0,17.03629629629629,51.7912962962963,11.986296296296288,50.0,60.0,50.0,60.0,60.0,60.0,53.333333333333336,56.666666666666664,72.5,5.163977794948406
40,5.133333333333329,742.6333333333331,91.0,5.0,32.66666666666669,3.7333333333333294,9,1,1,0,17.019999999999996,51.571111111111094,11.886666666666667,30.0,50.0,60.0,50.0,60.0,60.0,46.666666666666664,51.666666666666664,70.0,11.690451944502497
30,5.21666666666667,742.716666666667,91.0,5.0,30.8333333333333,3.8166666666666704,9,1,1,0,17.032592592592593,51.48703703703705,11.815925925925923,40.0,30.0,50.0,60.0,50.0,60.0,40.0,48.333333333333336,67.5,11.690451944502554
260,5.3,742.7999999999998,91.0,5.0,29.0,3.9,10,1,1,0,17.05037037037037,51.414444444444435,11.75037037037037,30.0,40.0,30.0,50.0,60.0,50.0,33.333333333333336,43.333333333333336,65.0,12.110601416392397
500,5.48333333333333,742.8833333333331,90.1666666666667,5.0,30.8333333333333,3.95,10,1,1,0,17.067777777777778,51.39888888888889,11.584444444444447,260.0,30.0,40.0,30.0,50.0,60.0,110.0,78.33333333333333,75.0,89.75893641675303
450,5.66666666666667,742.966666666667,89.3333333333333,5.0,32.66666666666669,4.0,10,1,1,0,17.126296296296303,51.64074074074073,11.459629629629633,500.0,260.0,30.0,40.0,30.0,50.0,263.3333333333333,151.66666666666666,107.5,192.60494974601943
50,5.85,743.0499999999998,88.5,5.0,34.5,4.05,10,1,1,0,17.192222222222217,51.744814814814795,11.342222222222217,450.0,500.0,260.0,30.0,40.0,30.0,403.3333333333333,218.33333333333334,137.5,217.93729985173866
60,6.03333333333333,743.1333333333331,87.6666666666667,5.0,36.33333333333329,4.1,10,1,1,0,17.27629629629628,51.59962962962963,11.24296296296295,50.0,450.0,500.0,260.0,30.0,40.0,333.3333333333333,221.66666666666666,136.66666666666666,214.60817008368215
60,6.21666666666667,743.216666666667,86.8333333333333,5.0,38.16666666666669,4.15,10,1,1,0,17.29444444444444,51.42407407407407,11.07777777777777,60.0,50.0,450.0,500.0,260.0,30.0,186.66666666666666,225.0,136.66666666666666,211.3527856452334
50,6.4,743.2999999999998,86.0,5.0,40.0,4.2,11,1,1,0,17.31888888888888,51.302037037037046,10.918888888888878,60.0,60.0,50.0,450.0,500.0,260.0,56.666666666666664,230.0,136.66666666666666,206.106768447812
50,6.5,743.3333333333329,85.1666666666667,5.3333333333333295,38.0,4.16666666666667,11,1,1,0,17.391851851851854,51.22000000000001,10.891851851851854,50.0,60.0,60.0,50.0,450.0,500.0,56.666666666666664,195.0,136.66666666666666,217.50862051881987
50,6.6,743.366666666667,84.3333333333333,5.66666666666667,36.0,4.133333333333329,11,1,1,0,17.386296296296305,50.97925925925925,10.786296296296305,50.0,50.0,60.0,60.0,50.0,450.0,53.333333333333336,120.0,135.83333333333334,161.7405329532459
60,6.7,743.4,83.5,6.0,34.0,4.1,11,1,1,0,17.403888888888886,50.881111111111096,10.703888888888887,50.0,50.0,50.0,60.0,60.0,50.0,50.0,53.333333333333336,135.83333333333334,5.163977794946908
60,6.8,743.4333333333329,82.6666666666667,6.3333333333333295,32.0,4.06666666666667,11,1,1,0,17.43240740740741,50.66166666666667,10.63240740740741,60.0,50.0,50.0,50.0,60.0,60.0,53.333333333333336,55.0,138.33333333333334,5.477225575055084
60,6.9,743.466666666667,81.8333333333333,6.66666666666667,30.0,4.03333333333333,11,1,1,0,17.455185185185183,50.28462962962963,10.555185185185183,60.0,60.0,50.0,50.0,50.0,60.0,56.666666666666664,55.0,140.0,5.477225575055084
60,7.0,743.5,81.0,7.0,28.0,4.0,12,1,1,0,17.4837037037037,49.960740740740746,10.4837037037037,60.0,60.0,60.0,50.0,50.0,50.0,60.0,55.0,142.5,5.477225575055084
190,7.0833333333333295,743.5,80.6666666666667,7.0,30.0,4.01666666666667,12,1,1,0,17.496759259259253,49.48592592592592,10.413425925925925,60.0,60.0,60.0,60.0,50.0,50.0,60.0,56.666666666666664,125.83333333333333,5.163977794946798
220,7.16666666666667,743.5,80.3333333333333,7.0,32.0,4.03333333333333,12,1,1,0,17.503703703703707,49.4,10.337037037037037,190.0,60.0,60.0,60.0,60.0,50.0,103.33333333333333,80.0,100.0,54.03702434442545
170,7.25,743.5,80.0,7.0,34.0,4.05,12,1,1,0,17.541018518518513,49.22191358024691,10.291018518518513,220.0,190.0,60.0,60.0,60.0,60.0,156.66666666666666,108.33333333333333,80.83333333333333,75.47626558506116
390,7.3333333333333295,743.5,79.6666666666667,7.0,36.0,4.06666666666667,12,1,1,0,17.553333333333327,49.193999999999996,10.219999999999999,170.0,220.0,190.0,60.0,60.0,60.0,193.33333333333334,126.66666666666667,90.83333333333333,74.74400756359455
90,7.416666666666669,743.5,79.3333333333333,7.0,38.0,4.0833333333333295,12,1,1,0,17.555925925925926,49.133481481481475,10.139259259259259,390.0,170.0,220.0,190.0,60.0,60.0,260.0,181.66666666666666,118.33333333333333,122.21565638929678
60,7.5,743.5,79.0,7.0,40.0,4.1,13,1,1,0,17.578148148148152,49.17888888888889,10.078148148148152,90.0,390.0,170.0,220.0,190.0,60.0,216.66666666666666,186.66666666666666,120.83333333333333,116.73331429659083
290,7.416666666666669,743.5,79.3333333333333,7.16666666666667,40.0,4.06666666666667,13,1,1,0,17.5288888888889,49.07416666666666,10.112222222222233,60.0,90.0,390.0,170.0,220.0,190.0,180.0,186.66666666666666,121.66666666666667,116.73331429659083
130,7.3333333333333295,743.5,79.6666666666667,7.3333333333333295,40.0,4.03333333333333,13,1,1,0,17.528888888888897,49.03201388888888,10.195555555555568,290.0,60.0,90.0,390.0,170.0,220.0,146.66666666666666,203.33333333333334,141.66666666666666,124.20413304985729
140,7.25,743.5,80.0,7.5,40.0,4.0,13,1,1,0,17.53148148148148,48.76425925925924,10.281481481481482,130.0,290.0,60.0,90.0,390.0,170.0,160.0,188.33333333333334,148.33333333333334,127.18752559377297
240,7.16666666666667,743.5,80.3333333333333,7.666666666666669,40.0,3.9666666666666694,13,1,1,0,17.503333333333334,48.589413580246934,10.336666666666664,140.0,130.0,290.0,60.0,90.0,390.0,186.66666666666666,183.33333333333334,155.0,128.63384728237997
